suburb_name,commission_rate
"Croydon North, VIC",1.88
"Croydon South, VIC",1.86
"Kilsyth, VIC",1.85
"Kilsyth South, VIC",1.85
"Mooroolbark, VIC",1.88
"Beenak, VIC",1.78
"Don Valley, VIC",1.78
"Launching Place, VIC",1.78
"Seville, VIC",1.78
"Seville East, VIC",1.78
"Wandin East, VIC",1.78
"Wandin North, VIC",1.78
"Woori Yallock, VIC",1.78
"Yellingbo, VIC",1.78
"Lilydale, VIC",1.82
"Chapel Street North, VIC",2.17
"Domain Road PO, VIC",2.17
"South Yarra, VIC",2.17
"Hawksburn, VIC",1.75
"Toorak, VIC",1.75
"Armadale, VIC",1.75
"Armadale North, VIC",1.75
"Kooyong, VIC",1.75
"Malvern, VIC",1.75
"Malvern North, VIC",1.75
"Caulfield East, VIC",1.55
"Central Park, VIC",1.55
"Darling, VIC",1.55
"Darling South, VIC",1.55
"Malvern East, VIC",1.55
"Wattletree Road PO, VIC",1.55
"Glen Iris, VIC",1.73
"Ashburton, VIC",1.46
"Ashwood, VIC",1.47
"Chadstone, VIC",1.75
"Holmesglen, VIC",1.75
"Jordanville, VIC",1.75
"Mount Waverley, VIC",1.67
"Pinewood, VIC",1.67
"Syndal, VIC",1.67
"Brandon Park, VIC",1.43
"Glen Waverley, VIC",1.31
"Wheelers Hill, VIC",1.74
"Burwood East, VIC",1.75
"Burwood Heights, VIC",1.75
"Studfield, VIC",1.90
"Wantirna, VIC",1.90
"Wantirna South, VIC",1.99
"Bayswater, VIC",1.92
"Bayswater North, VIC",1.87
"The Basin, VIC",1.61
"Boronia, VIC",1.90
"Ferntree Gully, VIC",2.00
"Lysterfield, VIC",2.00
"Lysterfield South, VIC",2.00
"Mountain Gate, VIC",2.00
"Upper Ferntree Gully, VIC",2.00
"Upwey, VIC",1.75
"Menzies Creek, VIC",1.75
"Selby, VIC",1.75
"Belgrave, VIC",1.75
"Belgrave Heights, VIC",1.75
"Belgrave South, VIC",1.75
"Tecoma, VIC",1.75
"Caulfield Junction, VIC",2.31
"Caulfield North, VIC",2.31
"Caulfield, VIC",1.98
"Caulfield South, VIC",1.98
"Hopetoun Gardens, VIC",1.98
"Booran Road PO, VIC",1.94
"Carnegie, VIC",1.90
"Glen Huntly, VIC",1.94
"Murrumbeena, VIC",1.99
"Bentleigh East, VIC",1.64
"Coatesville, VIC",1.64
"Hughesdale, VIC",1.78
"Huntingdale, VIC",1.92
"Oakleigh, VIC",1.92
"Oakleigh East, VIC",1.79
"Oakleigh South, VIC",1.76
"Clayton, VIC",2.17
"Notting Hill, VIC",2.17
"Clarinda, VIC",1.58
"Clayton South, VIC",1.64
"Mulgrave, VIC",1.56
"Waverley Gardens, VIC",1.56
"Sandown Village, VIC",1.61
"Springvale, VIC",1.61
"Dingley Village, VIC",1.76
"Springvale South, VIC",1.76
"Keysborough, VIC",1.52
"Noble Park, VIC",1.93
"Noble Park East, VIC",1.84
"Noble Park North, VIC",1.59
"Bangholme, VIC",1.78
"Dandenong, VIC",1.83
"Dandenong East, VIC",1.78
"Dandenong North, VIC",1.75
"Dandenong South, VIC",1.78
"Dunearn, VIC",1.78
"Doveton, VIC",1.73
"Eumemmerring, VIC",1.73
"Rowville, VIC",1.85
"Scoresby, VIC",1.75
"Knoxfield, VIC",1.75
"Prahran, VIC",1.58
"Prahran East, VIC",1.64
"Windsor, VIC",1.75
"St Kilda, VIC",2.03
"St Kilda South, VIC",2.02
"St Kilda West, VIC",2.02
"Balaclava, VIC",1.65
"St Kilda East, VIC",1.81
"Brighton Road, VIC",1.68
"Elwood, VIC",1.68
"Elsternwick, VIC",1.64
"Gardenvale, VIC",1.53
"Ripponlea, VIC",1.53
"Brighton, VIC",1.76
"Brighton North, VIC",1.76
"Dendy, VIC",1.76
"Were Street PO, VIC",1.76
"Brighton East, VIC",1.69
"North Road, VIC",1.69
"Hampton, VIC",1.42
"Hampton East, VIC",1.45
"Hampton North, VIC",1.45
"Moorabbin, VIC",1.79
"Moorabbin East, VIC",1.79
"Wishart, VIC",1.79
"Highett, VIC",1.84
"Sandringham, VIC",1.79
"Cheltenham, VIC",1.78
"Cheltenham East, VIC",1.78
"Cheltenham North, VIC",1.78
"Southland Centre, VIC",1.78
"Beaumaris, VIC",1.08
"Black Rock, VIC",1.28
"Black Rock North, VIC",1.28
"Cromer, VIC",1.28
"Mentone, VIC",2.47
"Mentone East, VIC",2.47
"Aspendale, VIC",1.60
"Aspendale Gardens, VIC",1.60
"Braeside, VIC",1.60
"Mordialloc, VIC",1.65
"Mordialloc North, VIC",1.60
"Parkdale, VIC",1.60
"Waterways, VIC",1.60
"Bonbeach, VIC",1.78
"Chelsea, VIC",1.87
"Chelsea Heights, VIC",1.78
"Edithvale, VIC",1.78
"Carrum, VIC",1.82
"Patterson Lakes, VIC",1.80
"Belvedere Park, VIC",1.79
"Seaford, VIC",1.79
"Frankston, VIC",1.86
"Frankston East, VIC",1.85
"Frankston Heights, VIC",1.85
"Frankston South, VIC",1.83
"Karingal, VIC",1.85
"Frankston North, VIC",2.08
"Pines Forest, VIC",2.08
"Carrum Downs, VIC",2.03
"Heatherton, VIC",1.79
"Bentleigh, VIC",1.76
"Mckinnon, VIC",1.71
"Ormond, VIC",1.71
"Patterson, VIC",1.71
"South Melbourne, VIC",2.00
"Albert Park, VIC",2.00
"Middle Park, VIC",2.00
"Garden City, VIC",1.68
"Port Melbourne, VIC",1.68
"Little River, VIC",1.79
"Avalon, VIC",1.89
"Lara, VIC",1.89
"Point Wilson, VIC",1.89
"Corio, VIC",1.77
"Norlane, VIC",1.76
"North Shore, VIC",1.76
"Bell Park, VIC",1.82
"Bell Post Hill, VIC",1.82
"Drumcondra, VIC",1.82
"Geelong North, VIC",1.82
"Hamlyn Heights, VIC",1.94
"North Geelong, VIC",1.82
"Rippleside, VIC",1.82
"Belmont, VIC",1.73
"Freshwater Creek, VIC",1.74
"Grovedale, VIC",1.70
"Grovedale East, VIC",1.70
"Highton, VIC",1.62
"Marshall, VIC",1.70
"Wandana Heights, VIC",1.70
"Waurn Ponds, VIC",1.70
"Geelong West, VIC",1.79
"Herne Hill, VIC",1.79
"Manifold Heights, VIC",1.79
"Breakwater, VIC",1.70
"East Geelong, VIC",1.70
"Newcomb, VIC",1.70
"St Albans Park, VIC",1.70
"Thomson, VIC",1.70
"Whittington, VIC",1.70
"Bareena, VIC",1.58
"Geelong, VIC",1.58
"Newtown, VIC",1.58
"South Geelong, VIC",1.58
"Anakie, VIC",1.79
"Barrabool, VIC",1.79
"Batesford, VIC",1.79
"Bellarine, VIC",1.65
"Ceres, VIC",1.79
"Fyansford, VIC",1.79
"Gnarwarre, VIC",1.79
"Grey River, VIC",1.79
"Kennett River, VIC",1.79
"Lovely Banks, VIC",1.79
"Moolap, VIC",1.70
"Moorabool, VIC",1.79
"Murgheboluc, VIC",1.79
"Separation Creek, VIC",1.79
"Staughton Vale, VIC",2.00
"Stonehaven, VIC",1.79
"Sugarloaf, VIC",1.79
"Wallington, VIC",1.70
"Wongarra, VIC",1.79
"Wye River, VIC",1.79
"Clifton Springs, VIC",1.70
"Curlewis, VIC",1.70
"Drysdale, VIC",1.70
"Mannerim, VIC",1.70
"Marcus Hill, VIC",1.70
"Indented Head, VIC",1.65
"Portarlington, VIC",1.65
"St Leonards, VIC",1.65
"Leopold, VIC",1.70
"Point Lonsdale, VIC",1.79
"Queenscliff, VIC",1.79
"Swan Bay, VIC",1.79
"Swan Island, VIC",1.79
"Ocean Grove, VIC",1.69
"Barwon Heads, VIC",1.79
"Breamlea, VIC",1.79
"Connewarre, VIC",1.79
"Bellbrae, VIC",1.78
"Bells Beach, VIC",1.78
"Jan Juc, VIC",1.78
"Torquay, VIC",1.78
"Anglesea, VIC",2.42
"Aireys Inlet, VIC",2.42
"Big Hill, VIC",2.42
"Eastern View, VIC",2.42
"Fairhaven, VIC",2.42
"Moggs Creek, VIC",2.42
"Lorne, VIC",2.42
"Apollo Bay, VIC",2.42
"Cape Otway, VIC",2.42
"Marengo, VIC",2.42
"Petticoat Creek, VIC",2.42
"Skenes Creek, VIC",2.42
"Skenes Creek North, VIC",2.42
"Benwerrin, VIC",2.42
"Boonah, VIC",2.42
"Deans Marsh, VIC",2.42
"Pennyroyal, VIC",2.42
"Forrest, VIC",2.42
"Mount Sabine, VIC",2.42
"Aire Valley, VIC",2.42
"Beech Forest, VIC",2.42
"Ferguson, VIC",2.42
"Gellibrand Lower, VIC",2.42
"Wattle Hill, VIC",2.42
"Weeaproinah, VIC",2.42
"Wyelangta, VIC",2.42
"Yuulong, VIC",2.42
"Glenaire, VIC",2.42
"Hordern Vale, VIC",2.42
"Johanna, VIC",2.42
"Lavers Hill, VIC",2.42
"Carlisle River, VIC",2.42
"Chapple Vale, VIC",2.42
"Gellibrand, VIC",2.42
"Kennedys Creek, VIC",2.42
"Buckley, VIC",1.79
"Gherang, VIC",1.79
"Modewarre, VIC",1.79
"Moriac, VIC",1.79
"Mount Moriac, VIC",1.79
"Paraparap, VIC",1.79
"Bambra, VIC",2.42
"Ombersley, VIC",2.42
"Wensleydale, VIC",2.42
"Winchelsea, VIC",2.42
"Winchelsea South, VIC",2.42
"Wurdiboluc, VIC",2.42
"Birregurra, VIC",2.42
"Barwon Downs, VIC",2.42
"Murroon, VIC",2.42
"Warncoort, VIC",2.42
"Whoorel, VIC",2.42
"Alvie, VIC",2.42
"Balintore, VIC",2.42
"Barongarook, VIC",2.42
"Barongarook West, VIC",2.42
"Barramunga, VIC",2.42
"Coragulac, VIC",2.42
"Corunnun, VIC",2.42
"Dreeite, VIC",2.42
"Dreeite South, VIC",2.42
"Gerangamete, VIC",2.42
"Irrewarra, VIC",2.42
"Irrewillipe, VIC",2.42
"Irrewillipe East, VIC",2.42
"Kawarren, VIC",2.42
"Larpent, VIC",2.42
"Nalangil, VIC",2.42
"Ondit, VIC",2.42
"Pirron Yallock, VIC",2.42
"Pomborneit East, VIC",2.42
"Swan Marsh, VIC",2.42
"Tanybryn, VIC",2.42
"Warrion, VIC",2.42
"Wool Wool, VIC",2.42
"Yeo, VIC",2.42
"Yeodene, VIC",2.42
"Colac, VIC",2.42
"Colac East, VIC",2.42
"Colac West, VIC",2.42
"Elliminyt, VIC",2.42
"Beeac, VIC",2.42
"Cundare, VIC",2.42
"Cundare North, VIC",2.42
"Eurack, VIC",2.42
"Weering, VIC",2.42
"Cororooke, VIC",2.42
"Bookaar, VIC",2.42
"Bostocks Creek, VIC",2.42
"Bungador, VIC",2.42
"Camperdown, VIC",2.42
"Carpendeit, VIC",2.42
"Chocolyn, VIC",2.42
"Gnotuk, VIC",2.42
"Kariah, VIC",2.42
"Koallah, VIC",2.42
"Leslie Manor, VIC",2.42
"Pomborneit, VIC",2.42
"Pomborneit North, VIC",2.42
"Skibo, VIC",2.42
"South Purrumbete, VIC",2.42
"Stonyford, VIC",2.42
"Tandarook, VIC",2.42
"Tesbury, VIC",2.42
"Weerite, VIC",2.42
"Terang, VIC",2.42
"Boorcan, VIC",2.42
"Cudgee, VIC",2.42
"Dixie, VIC",2.42
"Ecklin South, VIC",2.42
"Ellerslie, VIC",2.42
"Framlingham, VIC",2.42
"Framlingham East, VIC",2.42
"Garvoc, VIC",2.42
"Glenormiston North, VIC",2.42
"Glenormiston South, VIC",2.42
"Kolora, VIC",2.42
"Laang, VIC",2.42
"Noorat, VIC",2.42
"Noorat East, VIC",2.42
"Panmure, VIC",2.42
"Taroon, VIC",2.42
"The Sisters, VIC",2.42
"Bullaharre, VIC",2.42
"Cobden, VIC",2.42
"Cobrico, VIC",2.42
"Elingamite, VIC",2.42
"Elingamite North, VIC",2.42
"Glenfyne, VIC",2.42
"Jancourt, VIC",2.42
"Jancourt East, VIC",2.42
"Naroghid, VIC",2.42
"Simpson, VIC",2.42
"Scotts Creek, VIC",2.42
"Ayrford, VIC",2.42
"Brucknell, VIC",2.42
"Cooriemungle, VIC",2.42
"Cowleys Creek, VIC",2.42
"Curdies River, VIC",2.42
"Curdievale, VIC",2.42
"Heytesbury Lower, VIC",2.42
"Newfield, VIC",2.42
"Nirranda, VIC",2.42
"Nirranda East, VIC",2.42
"Nirranda South, VIC",2.42
"Nullawarre, VIC",2.42
"Nullawarre North, VIC",2.42
"Paaratte, VIC",2.42
"The Cove, VIC",2.42
"Timboon, VIC",2.42
"Timboon West, VIC",2.42
"Port Campbell, VIC",2.42
"Princetown, VIC",2.42
"Waarre, VIC",2.42
"Peterborough, VIC",2.42
"Darlington, VIC",2.42
"Dundonnell, VIC",2.42
"Pura Pura, VIC",2.42
"Mortlake, VIC",2.42
"Woorndoo, VIC",2.42
"Hexham, VIC",2.42
"Caramut, VIC",2.42
"Mailors Flat, VIC",2.42
"Minjah, VIC",2.42
"Woolsthorpe, VIC",2.42
"Allansford, VIC",2.42
"Mepunga, VIC",2.42
"Mepunga East, VIC",2.42
"Mepunga West, VIC",2.42
"Naringal, VIC",2.42
"Naringal East, VIC",2.42
"Purnim, VIC",2.14
"Purnim West, VIC",2.14
"Ballangeich, VIC",2.14
"Wangoom, VIC",2.14
"Dennington, VIC",2.14
"Warrnambool, VIC",2.14
"Warrnambool East, VIC",2.14
"Warrnambool West, VIC",2.14
"Bushfield, VIC",2.14
"Grassmere, VIC",2.14
"Winslow, VIC",2.14
"Woodford, VIC",2.14
"Illowa, VIC",2.14
"Koroit, VIC",2.14
"Crossley, VIC",2.14
"Killarney, VIC",2.14
"Kirkstall, VIC",2.14
"Southern Cross, VIC",2.14
"Tarrone, VIC",2.14
"Tower Hill, VIC",2.14
"Warrong, VIC",2.14
"Willatook, VIC",2.14
"Yangery, VIC",2.14
"Yarpturk, VIC",2.14
"Orford, VIC",2.14
"Port Fairy, VIC",2.14
"Codrington, VIC",2.42
"Narrawong, VIC",2.42
"Rosebrook, VIC",2.14
"St Helens, VIC",2.42
"Toolong, VIC",2.14
"Tyrendarra, VIC",2.42
"Tyrendarra East, VIC",2.42
"Yambuk, VIC",2.42
"Condah Swamp, VIC",2.70
"Knebsworth, VIC",2.70
"Macarthur, VIC",2.70
"Warrabkook, VIC",2.70
"Hawkesdale, VIC",2.42
"Minhamite, VIC",2.42
"Gazette, VIC",2.42
"Gerrigerrup, VIC",2.42
"Penshurst, VIC",2.42
"Purdeet, VIC",2.42
"Tabor, VIC",2.42
"Nelson, VIC",2.42
"Glenthompson, VIC",2.70
"Nareeb, VIC",2.70
"Narrapumelap South, VIC",2.70
"Dunkeld, VIC",2.70
"Karabeal, VIC",2.70
"Mirranatwa, VIC",2.70
"Moutajup, VIC",2.70
"Victoria Point, VIC",2.70
"Victoria Valley, VIC",2.70
"Woodhouse, VIC",2.70
"Byaduk North, VIC",2.42
"Hamilton, VIC",2.42
"Bochara, VIC",2.70
"Broadwater, VIC",2.70
"Byaduk, VIC",2.70
"Croxton East, VIC",2.70
"Hensley Park, VIC",2.70
"Morgiana, VIC",2.70
"Mount Napier, VIC",2.70
"Strathkellar, VIC",2.70
"Tahara, VIC",2.70
"Tarrington, VIC",2.70
"Wannon, VIC",2.70
"Warrayure, VIC",2.70
"Yatchaw, VIC",2.70
"Yulecart, VIC",2.70
"Branxholme, VIC",2.42
"Grassdale, VIC",2.42
"Breakaway Creek, VIC",2.42
"Condah, VIC",2.42
"Hotspur, VIC",2.42
"Lake Condah, VIC",2.42
"Wallacedale, VIC",2.42
"Bessiebelle, VIC",2.42
"Dartmoor, VIC",2.42
"Drik Drik, VIC",2.42
"Drumborg, VIC",2.42
"Greenwald, VIC",2.42
"Heywood, VIC",2.42
"Homerton, VIC",2.42
"Lyons, VIC",2.42
"Milltown, VIC",2.42
"Mumbannar, VIC",2.42
"Myamyn, VIC",2.42
"Winnap, VIC",2.42
"Allestree, VIC",2.42
"Bolwarra, VIC",2.42
"Cape Bridgewater, VIC",2.42
"Cashmore, VIC",2.42
"Dutton Way, VIC",2.42
"Gorae, VIC",2.42
"Gorae West, VIC",2.42
"Heathmere, VIC",2.42
"Mount Richmond, VIC",2.42
"Portland, VIC",2.42
"Portland North, VIC",2.42
"Portland West, VIC",2.42
"Digby, VIC",2.42
"Merino, VIC",2.70
"Tahara West, VIC",2.70
"Casterton, VIC",2.70
"Corndale, VIC",2.70
"Bahgallah, VIC",2.70
"Brimboal, VIC",2.70
"Carapook, VIC",2.70
"Chetwynd, VIC",2.70
"Dergholm, VIC",2.70
"Dorodong, VIC",2.70
"Dunrobin, VIC",2.70
"Henty, VIC",2.70
"Killara, VIC",2.70
"Lake Mundi, VIC",2.70
"Lindsay, VIC",2.70
"Nangeela, VIC",2.70
"Poolaijelo, VIC",2.70
"Powers Creek, VIC",2.70
"Sandford, VIC",2.70
"Strathdownie, VIC",2.70
"Wando Bridge, VIC",2.70
"Wando Vale, VIC",2.70
"Warrock, VIC",2.70
"Bulart, VIC",2.70
"Cavendish, VIC",2.70
"Glenisla, VIC",2.70
"Grampians, VIC",2.70
"Mooralla, VIC",2.70
"Brit Brit, VIC",2.70
"Clover Flat, VIC",2.70
"Coleraine, VIC",2.70
"Coojar, VIC",2.70
"Culla, VIC",2.70
"Gringegalgona, VIC",2.70
"Gritjurk, VIC",2.70
"Hilgay, VIC",2.70
"Konongwootong, VIC",2.70
"Melville Forest, VIC",2.70
"Muntham, VIC",2.70
"Nareen, VIC",2.70
"Paschendale, VIC",2.70
"Tahara Bridge, VIC",2.70
"Tarrayoukyan, VIC",2.70
"Tarrenlea, VIC",2.70
"Wootong Vale, VIC",2.70
"Harrow, VIC",2.70
"Charam, VIC",2.70
"Connewirricoo, VIC",2.70
"Edenhope, VIC",2.70
"Kadnook, VIC",2.70
"Langkoop, VIC",2.70
"Patyah, VIC",2.70
"Ullswater, VIC",2.70
"Apsley, VIC",2.77
"Benayeo, VIC",2.77
"Bringalbert, VIC",2.77
"Hesse, VIC",2.42
"Inverleigh, VIC",2.42
"Wingeel, VIC",2.42
"Cressy, VIC",2.42
"Berrybank, VIC",2.42
"Duverney, VIC",2.42
"Foxhow, VIC",2.42
"Lismore, VIC",2.10
"Mingay, VIC",2.10
"Mount Bute, VIC",2.10
"Derrinallum, VIC",2.10
"Larralea, VIC",2.10
"Vite Vite, VIC",2.10
"Vite Vite North, VIC",2.10
"Teesdale, VIC",1.79
"Barunah Park, VIC",2.42
"Barunah Plains, VIC",2.42
"Shelford, VIC",2.42
"Rokewood, VIC",2.10
"Bannockburn, VIC",1.79
"Gheringhap, VIC",1.79
"Maude, VIC",1.79
"Russells Bridge, VIC",1.79
"She Oaks, VIC",1.79
"Steiglitz, VIC",1.79
"Sutherlands Creek, VIC",1.79
"Lethbridge, VIC",1.79
"Bamganie, VIC",2.10
"Meredith, VIC",2.10
"Bungal, VIC",2.10
"Cargerie, VIC",2.10
"Elaine, VIC",2.10
"Morrisons, VIC",2.10
"Mount Doran, VIC",2.10
"Plumpton, VIC",1.56
"Rockbank, VIC",1.56
"Kurunjang, VIC",1.84
"Melton, VIC",1.88
"Melton West, VIC",1.93
"Toolern Vale, VIC",1.87
"Brookfield, VIC",1.85
"Exford, VIC",1.87
"Eynesbury, VIC",1.87
"Melton South, VIC",1.90
"Bacchus Marsh, VIC",2.00
"Balliang, VIC",2.00
"Balliang East, VIC",2.00
"Coimadai, VIC",2.00
"Darley, VIC",1.95
"Glenmore, VIC",2.00
"Hopetoun Park, VIC",2.00
"Long Forest, VIC",2.00
"Maddingley, VIC",1.97
"Merrimu, VIC",2.00
"Parwan, VIC",2.00
"Rowsley, VIC",2.00
"Dales Creek, VIC",1.71
"Greendale, VIC",1.71
"Korobeit, VIC",1.71
"Myrniong, VIC",1.71
"Pentland Hills, VIC",1.71
"Ballan, VIC",2.10
"Beremboke, VIC",2.10
"Blakeville, VIC",2.10
"Bunding, VIC",2.10
"Colbrook, VIC",2.10
"Durdidwarrah, VIC",2.10
"Fiskville, VIC",2.10
"Ingliston, VIC",2.10
"Mount Wallace, VIC",2.10
"Gordon, VIC",2.10
"Alfredton, VIC",2.01
"Bakery Hill, VIC",2.01
"Ballarat Central, VIC",2.01
"Ballarat East, VIC",2.05
"Ballarat North, VIC",2.01
"Ballarat West, VIC",2.01
"Black Hill, VIC",2.01
"Brown Hill, VIC",2.01
"Canadian, VIC",2.01
"Eureka, VIC",2.01
"Golden Point, VIC",2.01
"Invermay Park, VIC",2.01
"Lake Wendouree, VIC",2.01
"Mount Clear, VIC",2.01
"Mount Helen, VIC",2.01
"Mount Pleasant, VIC",2.01
"Nerrina, VIC",2.01
"Newington, VIC",2.01
"Redan, VIC",1.90
"Soldiers Hill, VIC",2.01
"Berringa, VIC",2.10
"Bo Peep, VIC",2.10
"Cape Clear, VIC",2.10
"Carngham, VIC",2.10
"Chepstowe, VIC",2.10
"Haddon, VIC",2.10
"Hillcrest, VIC",2.10
"Illabarook, VIC",2.10
"Lake Bolac, VIC",2.10
"Mininera, VIC",2.10
"Mount Emu, VIC",2.10
"Nerrin Nerrin, VIC",2.10
"Newtown, VIC",2.10
"Nintingbool, VIC",2.10
"Piggoreet, VIC",2.10
"Pitfield, VIC",2.10
"Rokewood Junction, VIC",2.10
"Ross Creek, VIC",2.10
"Scarsdale, VIC",2.10
"Smythes Creek, VIC",2.10
"Smythesdale, VIC",2.10
"Snake Valley, VIC",2.10
"Springdallah, VIC",2.10
"Staffordshire Reef, VIC",2.10
"Streatham, VIC",2.10
"Wallinduc, VIC",2.10
"Westmere, VIC",2.10
"Addington, VIC",2.17
"Ballarat Roadside Delivery, VIC",2.17
"Blowhard, VIC",2.17
"Bolwarrah, VIC",2.17
"Bonshaw, VIC",2.17
"Brewster, VIC",2.17
"Bullarook, VIC",2.17
"Bungaree, VIC",2.17
"Bunkers Hill, VIC",2.17
"Burrumbeet, VIC",2.17
"Cambrian Hill, VIC",2.17
"Cardigan, VIC",2.17
"Cardigan Village, VIC",2.17
"Chapel Flat, VIC",2.17
"Clarendon, VIC",2.17
"Claretown, VIC",2.17
"Clarkes Hill, VIC",2.17
"Corindhap, VIC",2.17
"Dereel, VIC",2.17
"Dunnstown, VIC",2.17
"Durham Lead, VIC",2.17
"Enfield, VIC",2.17
"Ercildoune, VIC",2.17
"Garibaldi, VIC",2.17
"Glen Park, VIC",2.17
"Glenbrae, VIC",2.17
"Gong Gong, VIC",2.17
"Grenville, VIC",2.17
"Invermay, VIC",2.17
"Lal Lal, VIC",2.17
"Lamplough, VIC",2.17
"Langi Kal Kal, VIC",2.17
"Learmonth, VIC",2.17
"Leigh Creek, VIC",2.17
"Lexton, VIC",2.17
"Magpie, VIC",2.17
"Millbrook, VIC",2.17
"Miners Rest, VIC",2.17
"Mitchell Park, VIC",2.17
"Mollongghip, VIC",2.17
"Mount Bolton, VIC",2.17
"Mount Egerton, VIC",2.17
"Mount Mercer, VIC",2.17
"Mount Rowan, VIC",2.17
"Napoleons, VIC",2.17
"Navigators, VIC",2.17
"Pootilla, VIC",2.17
"Scotchmans Lead, VIC",2.17
"Scotsburn, VIC",2.17
"Springbank, VIC",2.17
"Sulky, VIC",2.17
"Wallace, VIC",2.17
"Warrenheip, VIC",2.17
"Wattle Flat, VIC",2.17
"Waubra, VIC",2.17
"Weatherboard, VIC",2.17
"Werneth, VIC",2.17
"Windermere, VIC",2.17
"Yendon, VIC",2.17
"Lake Gardens, VIC",2.03
"Mitchell Park, VIC",2.03
"Wendouree, VIC",2.03
"Wendouree Village, VIC",2.03
"Delacombe, VIC",2.07
"Sebastopol, VIC",2.08
"Buninyong, VIC",2.10
"Happy Valley, VIC",2.10
"Linton, VIC",2.10
"Mannibadar, VIC",2.10
"Pittong, VIC",2.10
"Willowvale, VIC",2.10
"Bradvale, VIC",2.10
"Carranballac, VIC",2.10
"Skipton, VIC",2.10
"Creswick, VIC",2.10
"Creswick North, VIC",2.10
"Dean, VIC",2.10
"Glendaruel, VIC",2.10
"Langdons Hill, VIC",2.10
"Mount Beckworth, VIC",2.10
"Tourello, VIC",2.10
"Allendale, VIC",2.10
"Ascot, VIC",2.10
"Bald Hills, VIC",2.10
"Barkstead, VIC",2.10
"Blampied, VIC",2.10
"Broomfield, VIC",2.10
"Cabbage Tree, VIC",2.10
"Campbelltown, VIC",2.10
"Coghills Creek, VIC",2.10
"Glendonald, VIC",2.10
"Kingston, VIC",2.10
"Kooroocheang, VIC",2.10
"Lawrence, VIC",2.10
"Mount Prospect, VIC",2.10
"Newlyn, VIC",2.10
"Newlyn North, VIC",2.10
"Rocklyn, VIC",2.10
"Smeaton, VIC",2.10
"Smokeytown, VIC",2.10
"Springmount, VIC",2.10
"Strathlea, VIC",2.10
"Werona, VIC",2.10
"Clunes, VIC",2.10
"Glengower, VIC",2.10
"Mount Cameron, VIC",2.10
"Ullina, VIC",2.10
"Amherst, VIC",2.10
"Burnbank, VIC",2.10
"Caralulup, VIC",2.10
"Dunach, VIC",2.10
"Evansford, VIC",2.10
"Lillicur, VIC",2.10
"Mount Glasgow, VIC",2.10
"Red Lion, VIC",2.10
"Stony Creek, VIC",2.10
"Talbot, VIC",2.10
"Beaufort, VIC",2.10
"Chute, VIC",2.10
"Cross Roads, VIC",2.10
"Lake Goldsmith, VIC",2.10
"Lake Wongan, VIC",2.10
"Main Lead, VIC",2.10
"Mena Park, VIC",2.10
"Nerring, VIC",2.10
"Raglan, VIC",2.10
"Stockyard Hill, VIC",2.10
"Stoneleigh, VIC",2.10
"Trawalla, VIC",2.10
"Waterloo, VIC",2.10
"Great Western, VIC",2.70
"Ballyrogan, VIC",2.10
"Bayindeen, VIC",2.10
"Buangor, VIC",2.10
"Middle Creek, VIC",2.10
"Ararat, VIC",2.70
"Armstrong, VIC",2.70
"Bulgana, VIC",2.70
"Cathcart, VIC",2.70
"Crowlands, VIC",2.70
"Denicull Creek, VIC",2.70
"Dobie, VIC",2.70
"Dunneworthy, VIC",2.70
"Eversley, VIC",2.70
"Langi Logan, VIC",2.70
"Maroona, VIC",2.70
"Mount Cole, VIC",2.70
"Mount Cole Creek, VIC",2.70
"Moyston, VIC",2.70
"Norval, VIC",2.70
"Rhymney, VIC",2.70
"Rocky Point, VIC",2.70
"Rossbridge, VIC",2.70
"Shays Flat, VIC",2.70
"Warrak, VIC",2.70
"Tatyoon, VIC",2.70
"Yalla-Y-Poora, VIC",2.70
"Bornes Hill, VIC",2.70
"Chatsworth, VIC",2.70
"Mafeking, VIC",2.70
"Stavely, VIC",2.70
"Wickliffe, VIC",2.70
"Willaura, VIC",2.70
"Willaura North, VIC",2.70
"Stawell, VIC",2.70
"Stawell West, VIC",2.70
"Bellellen, VIC",2.10
"Bellfield, VIC",2.10
"Black Range, VIC",2.10
"Fyans Creek, VIC",2.10
"Halls Gap, VIC",2.10
"Illawarra, VIC",2.10
"Lake Fyans, VIC",2.10
"Lake Lonsdale, VIC",2.10
"Mokepilly, VIC",2.10
"Mount Dryden, VIC",2.10
"Pomonal, VIC",2.10
"Barkly, VIC",2.10
"Concongella, VIC",2.10
"Frenchmans, VIC",2.10
"Joel Joel, VIC",2.10
"Joel South, VIC",2.10
"Landsborough, VIC",2.10
"Landsborough West, VIC",2.10
"Navarre, VIC",2.10
"Tulkara, VIC",2.10
"Wattle Creek, VIC",2.10
"Dadswells Bridge, VIC",2.70
"Deep Lead, VIC",2.70
"Glenorchy, VIC",2.70
"Ledcourt, VIC",2.70
"Lubeck, VIC",2.70
"Riachella, VIC",2.70
"Roses Gap, VIC",2.70
"Wal Wal, VIC",2.70
"Bolangum, VIC",2.77
"Callawadda, VIC",2.77
"Campbells Bridge, VIC",2.77
"Germania, VIC",2.77
"Greens Creek, VIC",2.77
"Kanya, VIC",2.77
"Marnoo, VIC",2.77
"Marnoo West, VIC",2.77
"Morrl Morrl, VIC",2.77
"Wallaloo, VIC",2.77
"Wallaloo East, VIC",2.77
"Banyena, VIC",2.77
